epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.665517270565033,0.0010000000474974513,0.8546810746192932,0.5,0.7803470492362976
1,0.9206896424293518,0.0010000000474974513,0.30742254853248596,0.5,0.8396364450454712
2,0.9804597496986389,0.0010000000474974513,0.18783146142959595,0.5,1.0534926652908325
3,0.9954022765159607,0.0010000000474974513,0.14840421080589294,0.5,1.3490382432937622
4,0.9931034445762634,0.0010000000474974513,0.13875000178813934,0.5,1.466932773590088
5,0.9954022765159607,0.0010000000474974513,0.12937863171100616,0.5,1.4057443141937256
6,0.9919540286064148,0.0005000000237487257,0.13492745161056519,0.5045871734619141,1.4182860851287842
7,0.9931034445762634,0.0005000000237487257,0.13045300543308258,0.5642201900482178,0.956321656703949
8,0.9965517520904541,0.0005000000237487257,0.12210651487112045,0.6513761281967163,0.7431206107139587
9,0.9988505840301514,0.0005000000237487257,0.11258413642644882,0.7752293348312378,0.5187310576438904
10,0.9988505840301514,0.0005000000237487257,0.11364229023456573,0.8211008906364441,0.43665075302124023
11,0.9977011680603027,0.0005000000237487257,0.11227554827928543,0.9082568883895874,0.30353572964668274
12,0.9988505840301514,0.0005000000237487257,0.10752809047698975,0.9908257126808167,0.1261112093925476
13,0.9988505840301514,0.0005000000237487257,0.10550912469625473,0.9954128265380859,0.11106076091527939
14,0.9977011680603027,0.0005000000237487257,0.10713319480419159,1.0,0.10023080557584763
15,0.9954022765159607,0.0005000000237487257,0.11248347163200378,1.0,0.10268032550811768
16,0.9965517520904541,0.0005000000237487257,0.1058528944849968,1.0,0.09413427859544754
17,1.0,0.0005000000237487257,0.09724801778793335,1.0,0.09301380068063736
18,0.9977011680603027,0.0005000000237487257,0.09842198342084885,1.0,0.09089598804712296
19,0.9965517520904541,0.0005000000237487257,0.09700572490692139,1.0,0.08949741721153259
20,0.9988505840301514,0.0005000000237487257,0.09272702038288116,1.0,0.08782236278057098
21,0.9965517520904541,0.0005000000237487257,0.09415353089570999,1.0,0.0862593874335289
22,0.9988505840301514,0.0005000000237487257,0.09065181761980057,1.0,0.08494129776954651
23,0.9965517520904541,0.0005000000237487257,0.09070178866386414,1.0,0.08330285549163818
24,0.9977011680603027,0.0005000000237487257,0.08582710474729538,1.0,0.08185616880655289
25,0.9988505840301514,0.0005000000237487257,0.08464445918798447,1.0,0.08040274679660797
26,1.0,0.0005000000237487257,0.08178588002920151,1.0,0.07896489650011063
27,0.9988505840301514,0.0005000000237487257,0.08271967619657516,1.0,0.07758627831935883
28,0.9977011680603027,0.0005000000237487257,0.08053901791572571,1.0,0.07620162516832352
29,0.9977011680603027,0.0005000000237487257,0.08098455518484116,1.0,0.07482844591140747
30,0.9988505840301514,0.0005000000237487257,0.07597152888774872,1.0,0.0734666958451271
31,0.9977011680603027,0.0005000000237487257,0.0768185555934906,1.0,0.0720999613404274
32,1.0,0.0005000000237487257,0.07583736628293991,1.0,0.07093806564807892
33,0.9988505840301514,0.0005000000237487257,0.0755620002746582,1.0,0.06968418508768082
34,0.9988505840301514,0.0005000000237487257,0.07266107201576233,1.0,0.06842058151960373
35,0.9988505840301514,0.0005000000237487257,0.07069338113069534,1.0,0.0671650618314743
36,0.9965517520904541,0.0005000000237487257,0.07331372052431107,1.0,0.06609810143709183
37,0.9954022765159607,0.0005000000237487257,0.07839027792215347,1.0,0.06491850316524506
38,0.9988505840301514,0.0005000000237487257,0.06756685674190521,1.0,0.06424706429243088
39,0.9988505840301514,0.0005000000237487257,0.06777873635292053,1.0,0.06255738437175751
40,0.9988505840301514,0.0005000000237487257,0.06775107234716415,1.0,0.06140289455652237
41,0.9965517520904541,0.0005000000237487257,0.07372939586639404,1.0,0.060570262372493744
42,0.9988505840301514,0.0005000000237487257,0.06430160999298096,1.0,0.05945207178592682
43,1.0,0.0005000000237487257,0.060685139149427414,1.0,0.05836450681090355
44,0.9988505840301514,0.0005000000237487257,0.0632396936416626,1.0,0.057397566735744476
45,0.9988505840301514,0.0005000000237487257,0.06259412318468094,1.0,0.05628369748592377
46,0.9988505840301514,0.0005000000237487257,0.06320919841527939,1.0,0.055255092680454254
47,1.0,0.0005000000237487257,0.0588938407599926,1.0,0.05430847033858299
48,1.0,0.0005000000237487257,0.05498093366622925,1.0,0.0532795712351799
49,1.0,0.0005000000237487257,0.05428436025977135,1.0,0.05229780822992325
