epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6333333253860474,0.0010000000474974513,0.9207285046577454,0.5,0.7855794429779053
1,0.8770114779472351,0.0010000000474974513,0.403337687253952,0.5,0.7473171353340149
2,0.9701149463653564,0.0010000000474974513,0.20950524508953094,0.5,0.8063893914222717
3,0.9839080572128296,0.0010000000474974513,0.1685473620891571,0.5,0.8695555329322815
4,0.9873563051223755,0.0010000000474974513,0.15724427998065948,0.5,0.9149132370948792
5,0.9965517520904541,0.0010000000474974513,0.1307336539030075,0.5045871734619141,0.9978834986686707
6,0.9954022765159607,0.0010000000474974513,0.12338322401046753,0.5091742873191833,1.1112184524536133
7,0.9988505840301514,0.0005000000237487257,0.11808116734027863,0.5733944773674011,0.9068107008934021
8,0.9885057210922241,0.0005000000237487257,0.13061614334583282,0.6926605701446533,0.5765575170516968
9,0.9988505840301514,0.0005000000237487257,0.11296454071998596,0.9220183491706848,0.3044823706150055
10,0.9931034445762634,0.0005000000237487257,0.12730112671852112,0.9954128265380859,0.13779248297214508
11,0.9942528605461121,0.0005000000237487257,0.12094312906265259,1.0,0.11502936482429504
12,0.9954022765159607,0.0005000000237487257,0.11292251199483871,1.0,0.10610447824001312
13,0.9977011680603027,0.0005000000237487257,0.10741183161735535,1.0,0.10089237987995148
14,0.9931034445762634,0.0005000000237487257,0.11646208167076111,1.0,0.10010382533073425
15,0.9954022765159607,0.0005000000237487257,0.11232410371303558,1.0,0.09783899039030075
16,0.9988505840301514,0.0005000000237487257,0.10423971712589264,0.9954128265380859,0.10180773586034775
17,0.9988505840301514,0.0005000000237487257,0.10128334164619446,1.0,0.09459340572357178
18,0.9965517520904541,0.0005000000237487257,0.10247167944908142,1.0,0.09274815022945404
19,0.9977011680603027,0.0005000000237487257,0.09943913668394089,1.0,0.09135882556438446
20,0.9977011680603027,0.0005000000237487257,0.0971435010433197,1.0,0.0899282693862915
21,0.9988505840301514,0.0005000000237487257,0.09621401131153107,1.0,0.08851011842489243
22,1.0,0.0005000000237487257,0.09127401560544968,1.0,0.0870913416147232
23,0.9954022765159607,0.0005000000237487257,0.09414339810609818,1.0,0.08607795089483261
24,1.0,0.0005000000237487257,0.08823855966329575,1.0,0.08431297540664673
25,1.0,0.0005000000237487257,0.0858781635761261,1.0,0.0828963965177536
26,0.9977011680603027,0.0005000000237487257,0.0891106054186821,1.0,0.08150675892829895
27,1.0,0.0005000000237487257,0.08182945847511292,1.0,0.08012919127941132
28,1.0,0.0005000000237487257,0.08179828524589539,1.0,0.07874845713376999
29,0.9954022765159607,0.0005000000237487257,0.09193197637796402,1.0,0.07744442671537399
30,0.9965517520904541,0.0005000000237487257,0.08513457328081131,1.0,0.07632630318403244
31,0.9988505840301514,0.0005000000237487257,0.08013904094696045,1.0,0.07518300414085388
32,1.0,0.0005000000237487257,0.07718048989772797,1.0,0.07361070066690445
33,0.9988505840301514,0.0005000000237487257,0.07640884071588516,1.0,0.0722850114107132
34,1.0,0.0005000000237487257,0.07384687662124634,1.0,0.07102635502815247
35,1.0,0.0005000000237487257,0.07226736843585968,1.0,0.06972755491733551
36,1.0,0.0005000000237487257,0.07133497297763824,1.0,0.06844107806682587
37,1.0,0.0005000000237487257,0.06866726279258728,1.0,0.06718152016401291
38,0.9977011680603027,0.0005000000237487257,0.072358138859272,1.0,0.06609828025102615
39,0.9988505840301514,0.0005000000237487257,0.06884723901748657,1.0,0.06472475081682205
40,0.9988505840301514,0.0005000000237487257,0.06767453998327255,1.0,0.06352255493402481
41,1.0,0.0005000000237487257,0.06467869877815247,1.0,0.062318749725818634
42,0.9988505840301514,0.0005000000237487257,0.06499376147985458,1.0,0.06113140657544136
43,1.0,0.0005000000237487257,0.06128326430916786,1.0,0.059969525784254074
44,1.0,0.0005000000237487257,0.06055931746959686,1.0,0.05880673974752426
45,1.0,0.0005000000237487257,0.06055662781000137,1.0,0.05766166374087334
46,1.0,0.0005000000237487257,0.05880188196897507,1.0,0.05651800334453583
47,0.9988505840301514,0.0005000000237487257,0.059067316353321075,1.0,0.05547130107879639
48,1.0,0.0005000000237487257,0.05610988661646843,1.0,0.054384857416152954
49,0.9988505840301514,0.0005000000237487257,0.056079473346471786,1.0,0.05330413952469826
